1000 100000
754 959 663968
345 996 643206
416 492 992281
57 371 874446
391 613 848788
279 595 770630
345 495 924433
450 468 214527
132 412 712381
683 995 258041
478 788 837300
266 930 396752
558 659 659916
92 973 364242
695 893 6216
112 461 805404
407 930 309542
424 565 568477
329 605 823233
550 806 293092
745 854 551950
135 562 362538
105 692 834278
16 73 480993
695 710 967987
522 910 891863
262 421 514028
15 761 962839
667 820 172129
221 713 334737
530 538 547740
683 989 269556
30 983 682194
555 785 826396
1 425 36584
539 799 797447
139 386 937956
47 810 107134
541 916 438675
748 784 194750
247 312 851705
89 325 106367
750 986 625495
250 889 781180
304 896 642840
416 702 95301
705 751 731501
87 737 25377
49 792 575470
93 796 276525
575 850 224155
514 584 888465
124 602 520957
466 662 823276
101 797 728621
540 756 589427
693 955 106529
457 749 216728
57 896 82581
486 956 724316
73 534 566339
367 478 153639
197 880 611186
61 673 296760
181 363 175856
159 972 59074
37 203 834593
278 846 58445
289 813 812934
322 387 435047
411 697 558838
479 607 263403
576 891 60017
210 528 655229
180 391 45885
242 612 155162
24 753 763833
257 258 260691
545 997 884167
46 185 84155
162 367 315177
88 922 594207
392 395 527867
17 767 766543
147 951 322474
178 453 285080
162 435 603576
139 546 658085
200 677 994412
96 490 259135
143 535 695543
536 564 638144
45 456 314839
260 901 862977
9 322 413409
782 903 82075
439 608 510164
505 969 113036
459 748 482290
135 221 977850
136 538 390890
301 445 728353
327 345 903009
319 927 37953
422 614 286952
29 783 314896
491 515 962084
356 959 262323
288 526 228366
181 187 865536
378 883 89081
243 799 799312
10 421 657079
481 797 644904
541 878 735255
745 943 763638
418 649 573450
100 309 91031
191 865 151271
342 638 944658
810 822 621019
275 678 224749
413 985 409005
265 294 552659
366 414 777327
381 977 383595
774 833 75466
261 289 399017
568 954 892956
278 730 797453
93 980 328811
264 857 240595
66 662 57955
427 693 617861
112 552 476542
525 748 657209
278 561 113915
519 666 94476
43 963 446106
430 485 382806
540 848 634902
498 852 880257
631 924 417625
544 742 671796
687 782 6732
237 592 437366
70 605 234067
565 674 406709
77 105 371946
873 926 163147
849 851 163579
622 788 882326
449 578 723848
359 922 971148
39 596 470647
78 412 524931
715 994 629127
85 143 482696
450 957 357025
68 757 22293
157 801 637475
723 916 282410
463 587 562931
40 985 435018
535 999 295381
390 477 444094
578 935 833142
87 96 303416
100 212 307644
227 511 569580
351 658 421832
523 769 953136
467 696 823323
387 507 379836
680 921 568707
397 434 204926
168 794 331417
63 769 246449
227 900 365773
126 828 37167
327 982 214417
691 935 756687
101 753 350202
530 887 693658
649 727 483940
88 627 192016
344 666 436155
527 793 657074
118 546 147245
92 279 442967
518 692 704192
218 452 775870
100 987 970160
4 311 414421
857 999 674387
385 808 891305
86 404 108304
520 791 130960
39 519 678693
186 257 545401
322 686 817822
427 852 660133
88 163 972805
11 974 711818
239 767 512453
381 425 607305
23 702 77453
110 255 723680
141 193 374089
750 873 323457
378 528 974117
76 817 46349
636 923 494310
265 911 512219
185 910 307789
398 677 429910
102 240 553096
120 979 51817
232 869 900555
203 609 655808
83 659 72023
933 977 141761
81 260 778271
338 345 364624
171 874 286329
254 920 790246
160 669 926352
537 889 345673
694 837 648619
496 614 63588
198 780 562677
40 280 590572
154 876 478797
481 703 360966
583 992 233156
372 621 650118
213 616 4023
452 500 686682
113 935 788429
79 407 828482
766 863 147804
321 589 907572
229 829 686043
19 233 165194
740 928 845613
119 387 534857
336 365 592999
87 542 513130
130 561 829296
393 422 321009
225 869 855605
118 213 597884
503 801 352730
486 538 586488
88 426 501196
337 605 85355
118 452 955732
261 961 871884
96 98 491621
850 852 751025
406 894 173458
363 564 81116
393 655 209839
290 436 899743
240 297 664445
663 731 203416
44 723 977694
491 755 272943
536 853 711586
670 720 371379
142 432 554842
124 927 949531
190 363 458127
512 659 807353
256 596 787333
364 746 845304
24 223 47286
6 858 3774
80 541 638559
607 696 849025
705 961 993261
58 160 266570
509 963 180955
391 532 109666
401 543 457494
564 817 20294
149 522 968489
864 989 84733
344 570 690863
882 957 202852
820 940 17824
468 843 721219
947 998 108025
187 455 726678
339 497 208960
54 739 887788
40 739 269747
348 497 35417
113 611 68187
643 932 12794
774 848 334609
107 312 530016
303 419 546703
241 993 923805
539 767 751229
341 484 127360
205 466 552256
329 348 62190
520 707 391042
177 817 881978
326 629 439112
383 777 51921
177 442 839192
76 191 846198
565 984 297730
253 368 24842
935 963 87670
13 463 322737
169 240 637900
660 802 913550
320 489 595760
238 362 37120
81 481 356713
190 359 412601
132 532 671576
134 981 517805
269 534 203329
306 437 293840
344 444 484622
157 471 676489
70 237 588368
746 780 898487
24 231 40124
112 191 351187
371 884 735718
105 639 7150
428 895 402037
31 999 361977
478 1000 294255
739 780 149809
272 484 667709
166 295 725452
199 369 740221
177 997 684199
3 485 836627
797 883 951122
706 962 207578
530 771 36029
487 625 113668
764 772 824408
158 664 194864
749 772 5358
219 925 532956
95 122 567404
530 565 472661
640 976 261309
143 582 849025
342 981 641916
206 268 51227
770 969 716511
391 927 262022
50 555 551917
31 511 939408
291 640 617999
85 510 345175
124 827 693658
582 619 150052
951 965 156544
542 721 376490
197 682 475124
543 557 290949
556 744 744786
18 429 846125
632 912 811472
149 917 869209
537 971 485003
247 316 485367
47 778 125911
93 147 877380
58 454 226500
601 880 777584
295 440 369283
5 421 71364
436 603 472306
89 589 83817
743 961 365997
391 476 331404
697 835 24440
455 901 877775
132 563 217557
2 56 333962
69 702 470320
315 575 687211
50 416 993922
52 338 309076
277 535 161801
610 714 623788
837 921 953864
630 905 525155
622 858 266142
151 707 569293
737 853 6882
542 910 619156
675 793 848958
387 987 458263
344 358 334278
278 614 495514
437 899 71951
172 237 693909
126 686 987098
406 434 473075
9 885 707072
312 801 949995
134 221 537251
258 604 249024
564 702 286010
521 803 655777
418 648 785413
673 989 812665
375 804 606994
165 822 370431
658 954 941038
62 579 179271
582 587 629408
105 426 687309
624 685 411920
456 864 999222
694 831 103876
667 952 192180
727 872 594489
73 788 237452
122 238 432923
120 226 37593
15 743 12986
448 717 83402
69 494 411567
445 518 5519
269 570 810426
626 835 464286
689 704 100021
58 761 330079
491 860 352325
395 876 187135
445 831 146983
79 706 704968
36 879 589691
372 673 842334
542 816 279224
542 810 936916
385 519 98385
265 671 575697
182 322 540646
192 612 843400
379 579 481981
34 861 330329
176 927 672314
29 717 709063
88 413 598569
224 752 285415
397 851 159380
47 991 849486
8 580 94434
312 551 148017
130 681 180316
794 922 761518
789 881 755149
316 875 998985
535 803 510195
601 758 796490
554 997 555347
938 968 804868
361 681 74203
162 905 360007
977 988 871499
240 379 503449
690 840 858811
188 800 276708
158 917 891854
224 596 575396
594 815 412694
483 790 644056
702 722 27044
168 391 26515
280 965 964431
60 396 895636
489 636 872503
372 842 477835
280 615 741629
564 762 864985
404 617 848899
835 924 28856
7 747 365131
55 99 363688
290 466 625823
327 825 52526
369 442 611353
58 918 367071
48 416 2328
110 214 951648
43 474 434713
146 333 191792
291 343 495564
463 744 812590
271 906 592514
943 958 635822
120 892 224635
105 657 791764
482 774 637030
117 294 227110
867 998 209518
434 786 122331
43 628 584262
13 499 419184
227 521 648069
202 454 725669
301 803 727224
303 484 219273
618 973 326427
242 724 676205
689 799 799077
123 362 658417
328 775 632420
516 630 660838
258 794 881625
900 917 277830
191 611 947730
442 784 838822
334 465 731638
902 994 678334
88 377 426956
355 767 33471
503 871 319784
664 797 256662
498 601 783828
317 797 290685
179 506 502235
497 864 912882
384 746 137025
14 445 25148
402 478 121210
282 718 431326
274 453 98550
814 816 50272
31 166 612114
114 824 60465
528 849 581786
622 851 986247
455 832 462632
803 839 987153
537 545 961883
363 743 14940
147 828 319053
677 838 140125
365 654 212797
127 798 493362
780 930 608402
366 895 771915
403 902 947761
170 317 704595
245 317 254206
342 525 287616
351 898 389242
38 550 601460
556 788 511022
218 328 403565
581 610 320231
160 535 896874
112 329 752486
204 357 963069
236 613 365091
15 29 769020
803 850 951789
63 91 32818
113 377 662151
15 682 287976
57 833 936941
301 637 614253
524 905 535828
130 835 416541
669 880 522230
429 683 346340
674 997 294965
96 665 610447
143 619 383850
49 886 123149
12 254 544696
5 440 847400
23 821 401210
817 990 58801
96 606 105944
178 191 12459
161 542 145483
427 724 770949
321 323 622055
623 684 807805
577 980 171966
124 865 550644
37 535 961093
524 575 73152
52 971 377742
532 581 405515
252 322 986780
928 972 113616
284 575 829134
276 759 16271
31 632 42763
22 434 448354
53 641 579013
42 350 330742
183 798 314848
782 819 345557
351 736 216391
372 716 353595
333 639 299065
662 752 913867
648 657 32804
345 566 529582
658 791 202094
372 629 412367
460 722 741986
557 788 336469
225 890 745537
239 576 487710
729 935 860606
141 738 79095
77 414 62197
436 921 880865
561 592 882326
314 979 4024
303 553 728336
22 193 186762
135 598 109724
83 726 181883
660 665 505392
78 335 507369
9 298 553166
656 811 414144
615 959 58081
136 988 31375
504 622 961488
125 999 580416
95 202 419103
499 653 348481
23 739 579903
589 963 427863
809 948 975322
531 631 835196
216 338 780442
14 315 123106
691 997 476292
1 618 338167
279 589 359311
443 741 111101
557 753 461765
89 684 484029
97 976 396972
491 792 819774
465 803 763583
151 528 343542
399 504 502532
498 678 970712
444 782 74250
600 887 27679
345 782 687822
222 434 672698
601 979 868836
288 714 284537
305 632 256407
495 878 666476
417 960 701093
65 694 558529
491 975 201811
552 711 845841
173 191 849199
424 477 516640
823 918 807210
111 151 274530
594 865 585912
380 960 581492
312 823 585689
651 909 336976
4 357 408648
200 643 7665
684 956 308329
355 541 680566
436 678 979413
273 791 969772
387 772 695060
825 927 149990
368 791 677216
139 947 653010
146 901 785513
228 998 399026
615 878 330214
555 604 408192
192 941 300745
694 984 111071
484 767 683822
12 528 379848
91 474 544374
416 645 41273
430 959 966329
526 955 342695
708 723 606440
16 541 455520
83 884 695495
183 991 542165
250 373 553751
478 613 510188
244 916 186304
157 846 954796
165 244 203488
219 699 339274
433 675 300849
421 887 901303
526 992 408909
249 790 782569
371 827 225865
747 941 307579
760 948 807495
386 875 641887
116 730 251628
230 561 145777
247 297 827521
686 909 454223
348 612 381910
560 974 286587
3 533 276481
362 804 820659
927 988 845037
130 664 631610
214 597 414023
8 661 965226
427 807 261396
68 513 197367
352 767 136005
125 580 757950
553 579 445942
253 863 599040
213 818 901485
459 957 388777
177 864 889434
270 393 294428
258 443 44835
22 383 874667
769 926 264378
238 443 766844
206 802 857054
232 393 661307
2 852 269500
92 271 71372
586 999 840045
98 115 283851
507 687 678235
820 991 947776
45 911 410451
613 640 379908
391 430 905940
421 594 981162
136 345 831458
405 585 578737
271 720 723623
326 758 275075
38 589 897703
74 296 87475
262 834 23096
418 996 158520
633 688 383881
446 955 487995
152 188 223768
129 536 943614
486 663 104500
11 102 783331
384 830 918932
18 751 33807
427 498 137170
639 753 409898
152 806 487123
840 913 524189
109 112 876033
304 887 557982
640 788 435215
119 791 910082
296 389 249876
182 227 413418
367 582 425171
345 479 943009
159 536 764314
758 838 517486
301 961 965277
104 261 724780
254 743 3074
400 724 450167
188 496 924422
61 602 376800
563 655 866082
542 964 918876
178 651 383575
147 323 441693
713 752 924272
66 113 25307
161 662 510276
381 909 384644
634 691 544342
299 548 864308
131 798 65326
384 482 16217
429 448 193269
233 846 69940
72 945 61841
76 567 323959
329 808 532041
56 614 880405
128 791 124635
95 556 226460
239 679 136740
402 502 675195
737 901 59861
78 526 889751
808 905 831807
29 53 447898
202 672 614817
777 836 672875
743 937 881961
439 989 401509
148 946 367248
12 225 374688
481 662 182237
179 510 628822
533 599 41201
67 330 908201
762 775 311805
541 981 328308
76 363 912179
503 556 580781
377 681 960016
417 442 16658
60 302 913250
41 478 464640
631 802 682574
252 868 792219
692 861 642326
99 451 456503
717 822 341511
596 699 542891
566 667 675950
469 623 805783
344 930 798811
603 731 822024
735 930 962468
578 652 763657
596 636 180402
610 654 745726
347 995 23468
89 268 705109
259 784 864639
198 814 477467
444 507 551781
523 688 895776
77 531 237068
460 966 851459
120 563 200933
487 818 271437
132 167 313118
389 927 301060
25 108 541149
147 649 227652
205 223 167613
179 593 541926
386 639 502517
46 862 322263
385 517 356615
680 893 366100
368 515 130893
164 186 207868
89 342 848457
130 826 864381
359 610 948158
8 347 156276
404 727 783964
214 737 341260
70 403 530469
367 384 557211
249 726 359903
345 476 258767
116 199 27097
168 583 781590
310 932 433552
660 932 256227
286 730 811450
710 728 513841
703 933 962839
429 465 648479
543 583 531037
7 625 130058
318 568 693301
241 366 399193
542 715 755025
179 565 544367
36 77 419179
104 876 2682
72 184 975867
702 930 161643
390 700 11980
421 982 954592
65 330 882138
365 958 4851
396 549 212977
113 667 996773
553 610 337129
974 976 235448
45 753 398279
219 434 267745
804 991 215675
179 996 50515
454 612 746679
221 850 830032
333 366 848256
903 920 947868
463 471 952323
555 631 677833
404 548 443673
125 582 222107
706 895 900558
612 677 394887
596 670 602480
338 652 594277
474 879 854209
475 545 585191
445 532 910630
164 340 530958
136 745 634049
867 937 166570
134 479 989272
344 560 689013
563 944 231566
174 824 857319
813 1000 996423
103 745 941397
280 543 843558
669 767 717597
703 772 707527
365 667 736071
175 481 32289
102 987 76771
60 789 88231
144 331 246842
275 377 5785
39 852 411912
389 780 993789
58 517 714957
333 412 641623
423 931 488582
511 834 986841
208 507 13161
377 700 477754
216 454 504590
440 587 179454
53 352 496476
229 443 755368
486 789 357915
301 975 227962
205 763 958216
120 529 819071
38 66 807747
487 906 688343
110 383 113608
157 666 405435
68 921 846908
72 906 183484
178 297 261923
772 819 168700
120 584 605770
591 945 675552
310 384 657120
524 814 198295
113 922 985035
78 990 676176
287 551 606736
33 488 205406
4 343 288158
577 769 881271
79 385 961797
389 602 343698
649 725 204784
571 764 233119
76 1000 34078
19 392 898002
879 905 483141
57 259 822431
691 717 498341
243 787 488700
343 894 525330
264 763 875550
366 634 933185
154 267 696721
36 384 968153
523 781 591181
486 607 380642
171 656 819910
95 968 258041
564 768 989900
386 867 146899
369 962 4884
225 891 905198
200 595 613597
373 646 382183
562 814 232009
33 497 791609
247 291 48725
392 699 892184
461 618 122830
650 685 551742
508 619 99965
193 791 406291
69 936 211924
842 971 118931
443 927 368399
869 903 629171
488 802 538188
388 518 642143
258 361 276969
252 434 790816
437 716 706565
586 721 173017
222 820 968486
22 742 872375
93 955 661604
426 658 846431
91 741 371056
376 783 471207
182 812 724897
94 654 226676
626 667 320691
473 999 565815
630 861 163859
754 937 408268
244 739 199314
120 946 745367
732 1000 205311
339 459 764410
782 872 497813
270 632 70479
246 608 859936
261 691 493354
6 86 836429
690 765 601060
729 850 302451
381 584 7082
530 572 658576
382 634 167913
265 688 147949
373 384 614625
84 477 59371
8 851 602056
392 452 557306
134 241 894966
43 719 427100
43 286 482721
218 675 257922
189 377 270096
67 273 179665
117 255 756258
448 508 2232
344 879 691499
354 752 728720
97 658 607590
375 491 266593
295 944 285216
518 664 902090
160 706 293563
392 579 46356
